season	team_id	week	date	away_team_id	away_team_url	away_team_score	home_team_id	home_team_url	home_team_score	game_status	game_url	attendance	top_passer	top_passer_url	top_passer_text	top_rusher	top_rusher_url	top_rusher_text	top_receiver	top_receiver_url	top_receiver_text
2001	PIT	1	Sep 09	PIT	http://www.nfl.com/teams/pittsburghsteelers/profile?team=PIT	3	JAX	http://www.nfl.com/teams/jacksonvillejaguars/profile?team=JAX	21	Final	http://www.nfl.com/gamecenter/2001090908/2001/REG1/steelers@jaguars	63,785	Mark Brunell	http://www.nfl.com/players/markbrunell/profile?id=BRU575022		Fred Taylor	http://www.nfl.com/players/fredtaylor/profile?id=TAY220162		Jimmy Smith	http://www.nfl.com/players/jimmysmith/profile?id=SMI412032	
2001	PIT	2	Bye
2001	PIT	3	Sep 30	PIT	http://www.nfl.com/teams/pittsburghsteelers/profile?team=PIT	20	BUF	http://www.nfl.com/teams/buffalobills/profile?team=BUF	3	Final	http://www.nfl.com/gamecenter/2001093009/2001/REG3/steelers@bills	72,874	Kordell Stewart	http://www.nfl.com/players/kordellstewart/profile?id=STE777062		Jerome Bettis	http://www.nfl.com/players/jeromebettis/profile?id=BET627285		Hines Ward	http://www.nfl.com/players/hinesward/profile?id=WAR179227	
2001	PIT	4	Oct 07	CIN	http://www.nfl.com/teams/cincinnatibengals/profile?team=CIN	7	PIT	http://www.nfl.com/teams/pittsburghsteelers/profile?team=PIT	16	Final	http://www.nfl.com/gamecenter/2001100702/2001/REG4/bengals@steelers	62,335	Jon Kitna	http://www.nfl.com/players/jonkitna/profile?id=KIT155733		Jerome Bettis	http://www.nfl.com/players/jeromebettis/profile?id=BET627285		Hines Ward	http://www.nfl.com/players/hinesward/profile?id=WAR179227	
2001	PIT	5	Oct 14	PIT	http://www.nfl.com/teams/pittsburghsteelers/profile?team=PIT	20	KC	http://www.nfl.com/teams/kansascitychiefs/profile?team=KC	17	Final	http://www.nfl.com/gamecenter/2001101408/2001/REG5/steelers@chiefs	78,413	Kordell Stewart	http://www.nfl.com/players/kordellstewart/profile?id=STE777062		Priest Holmes	http://www.nfl.com/players/priestholmes/profile?id=HOL627237		Tony Gonzalez	http://www.nfl.com/players/tonygonzalez/profile?id=GON587645	
2001	PIT	6	Oct 21	PIT	http://www.nfl.com/teams/pittsburghsteelers/profile?team=PIT	17	TB	http://www.nfl.com/teams/tampabaybuccaneers/profile?team=TB	10	Final	http://www.nfl.com/gamecenter/2001102109/2001/REG6/steelers@buccaneers	65,588	Brad Johnson	http://www.nfl.com/players/bradjohnson/profile?id=JOH322990		Jerome Bettis	http://www.nfl.com/players/jeromebettis/profile?id=BET627285		Keyshawn Johnson	http://www.nfl.com/players/keyshawnjohnson/profile?id=JOH399395	
2001	PIT	7	Oct 29	TEN	http://www.nfl.com/teams/tennesseetitans/profile?team=TEN	7	PIT	http://www.nfl.com/teams/pittsburghsteelers/profile?team=PIT	34	Final	http://www.nfl.com/gamecenter/2001102900/2001/REG7/titans@steelers	63,763	Kordell Stewart	http://www.nfl.com/players/kordellstewart/profile?id=STE777062		Jerome Bettis	http://www.nfl.com/players/jeromebettis/profile?id=BET627285		Plaxico Burress	http://www.nfl.com/players/plaxicoburress/profile?id=BUR595691	
2001	PIT	8	Nov 04	BAL	http://www.nfl.com/teams/baltimoreravens/profile?team=BAL	13	PIT	http://www.nfl.com/teams/pittsburghsteelers/profile?team=PIT	10	Final	http://www.nfl.com/gamecenter/2001110400/2001/REG8/ravens@steelers	62,906	Kordell Stewart	http://www.nfl.com/players/kordellstewart/profile?id=STE777062		Jerome Bettis	http://www.nfl.com/players/jeromebettis/profile?id=BET627285		Hines Ward	http://www.nfl.com/players/hinesward/profile?id=WAR179227	
2001	PIT	9	Nov 11	PIT	http://www.nfl.com/teams/pittsburghsteelers/profile?team=PIT	15	CLE	http://www.nfl.com/teams/clevelandbrowns/profile?team=CLV	12	Final	http://www.nfl.com/gamecenter/2001111110/2001/REG9/steelers@browns	73,218	Kordell Stewart	http://www.nfl.com/players/kordellstewart/profile?id=STE777062		Jerome Bettis	http://www.nfl.com/players/jeromebettis/profile?id=BET627285		Amos Zereoue	http://www.nfl.com/players/amoszereoue/profile?id=ZER465126	
2001	PIT	10	Nov 18	JAX	http://www.nfl.com/teams/jacksonvillejaguars/profile?team=JAX	7	PIT	http://www.nfl.com/teams/pittsburghsteelers/profile?team=PIT	20	Final	http://www.nfl.com/gamecenter/2001111805/2001/REG10/jaguars@steelers	62,644	Kordell Stewart	http://www.nfl.com/players/kordellstewart/profile?id=STE777062		Jerome Bettis	http://www.nfl.com/players/jeromebettis/profile?id=BET627285		Hines Ward	http://www.nfl.com/players/hinesward/profile?id=WAR179227	
